Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Buy Box 🚚: Stock,"New, 3rd Party FBM 🚚: 30 days avg.",Prime Eligible (Buy Box),Buy Box : Current,Buy Box : Stock,New: Highest,Buy Bo : Current,Buy Box 🚚: Current,Unnamed: 13,Black_list,PID
"Steve Madden Women's Charlie Sneaker, Rhinestone, 6",39102.0,37371.0,79.95,11.0,79.95,,,-,0.0,B094NYP64J,195945410837,195945410837.0,B0CW2324TY,Steve Madden,,GB195945410837,https://www.google.com/search?q=195945410837+Steve+Madden+Women%27s+Charlie+Sneaker%2C+Rhinestone%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B094NYP64J?psc=1,"https://www.google.com/shopping/product/15636880003819959817/offers?q=195945410837&prds=cid:15636880003819959817,cond:1",Steve Madden,41.48,70.52,78.4,78.95,Y,,,,yes,,,$79.95,,,,Y,none
"Steve Madden Women's Belinda Flat, Black Leather Pearl, 6.5 M US",58533.0,58533.0,99.96,,99.96,,,-,0.0,B0CS4B7QGP,197369386781,197369386781.0,B0BPMRMBBF,Steve Madden,,GB197369386781,https://www.google.com/search?q=197369386781+Steve+Madden+Women%27s+Belinda+Flat%2C+Black+Leather+Pearl%2C+6.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B0CS4B7QGP?psc=1,"https://www.google.com/shopping/product/11965070342723556922/offers?q=197369386781&prds=cid:11965070342723556922,cond:1",Steve Madden,48.47,82.4,91.61,98.96,Y,,,,yes,,,$99.96,,,,Y,none
"Steve Madden Lessa Platform Sandals Women Block Heel Ankle Strap Open Toe Pumps (Black Leather, 9.5)",76278.0,65143.0,,,,,,-,,B0C15QPDQR,196829560617,196829560617.0,B0CW1XQLJ7,Steve Madden,,GB196829560617,https://www.google.com/search?q=196829560617+Steve+Madden+Lessa+Platform+Sandals+Women+Block+Heel+Ankle+Strap+Open+Toe+Pumps+%28Black+Leather%2C+9.5%29&tbm=shop,Y,https://www.amazon.com/dp/B0C15QPDQR?psc=1,"https://www.google.com/shopping/product/5185003439764218068/offers?q=196829560617&prds=cid:5185003439764218068,cond:1",Steve Madden,86.97,147.85,164.37,164.37,Y,,,$46.74,no,,,$109.99,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Cognac),54574.0,77043.0,130.0,7.0,130.0,,,-,0.0,B0CKDQH88Y,193624215124,193624215124.0,B0CNS69TQS,Steve Madden,,GB193624215124,https://www.google.com/search?q=193624215124+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Cognac%29&tbm=shop,Y,https://www.amazon.com/dp/B0CKDQH88Y?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624215124&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,129.0,Y,,,,yes,,,$159.00,,,,Y,none
Steve Madden Bevelyn Convertible Tote Bag (Black Dragon),54606.0,56069.0,149.0,4.0,140.0,,,-,0.0,B0CVRCRMC9,193624777899,193624777899.0,B0CNS69TQS,Steve Madden,,GB193624777899,https://www.google.com/search?q=193624777899+Steve+Madden+Bevelyn+Convertible+Tote+Bag+%28Black+Dragon%29&tbm=shop,Y,https://www.amazon.com/dp/B0CVRCRMC9?psc=1,"https://www.google.com/shopping/product/1132352648055534715/offers?q=193624777899&prds=cid:1132352648055534715,cond:1",Steve Madden,71.6,121.72,135.32,148.0,Y,,,,yes,,,$149.00,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Black Rhinestone),54448.0,54603.0,145.0,1.0,145.0,,,A347HKNIDUMSGB,1.0,B0CV75ZF16,193624905377,193624905377.0,B0CNS69TQS,Steve Madden,,GB193624905377,https://www.google.com/search?q=193624905377+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Black+Rhinestone%29&tbm=shop,Y,https://www.amazon.com/dp/B0CV75ZF16?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624905377&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,144.0,Y,,,$144.64,no,,,$158.93,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Bright Pink),53982.0,314151.0,,,140.0,,,-,0.0,B0CPVZHZRS,193624342752,193624342752.0,B0CNS69TQS,Steve Madden,,GB193624342752,https://www.google.com/search?q=193624342752+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Bright+Pink%29&tbm=shop,Y,https://www.amazon.com/dp/B0CPVZHZRS?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624342752&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,139.0,Y,,,$110.00,yes,,,$149.50,,,,Y,none
"Steve Madden Women's Sandra Sandal, Natural Raffia, 8.5",120995.0,295970.0,69.95,65.0,69.95,,,-,0.0,B0BRQW3X7J,197369006436,197369006436.0,B0CFG42V76,Steve Madden,,GB197369006436,https://www.google.com/search?q=197369006436+Steve+Madden+Women%27s+Sandra+Sandal%2C+Natural+Raffia%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B0BRQW3X7J?psc=1,"https://www.google.com/shopping/product/5914133152936658641/offers?q=197369006436&prds=cid:5914133152936658641,cond:1",BHFO,19.99,33.98,37.78,68.95,Y,,,$137.73,yes,,,$69.95,,,,Y,none
"Steve Madden Women's Glacer Sneaker, Rhinestone, 6",137426.0,203260.0,,,,,,-,,B0CKTTF41Y,198024107055,198024107055.0,B0CJKNPDBL,Steve Madden,,GB198024107055,https://www.google.com/search?q=198024107055+Steve+Madden+Women%27s+Glacer+Sneaker%2C+Rhinestone%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B0CKTTF41Y?psc=1,"https://www.google.com/shopping/product/3932143573258347293/offers?q=198024107055&prds=cid:3932143573258347293,cond:1",Dillard's,99.99,169.98,188.98,188.98,Y,,,$89.95,no,,,$89.95,,,,Y,none
Steve Madden Travel Black Pyramid Detail Rounded Toe Ankle Strap Flat Sandal,108824.0,125956.0,,,130.0,,,-,0.0,B081SQ9ZPT,194068112727,194068112727.0,B0856L7S4J,Steve Madden,,GB194068112727,https://www.google.com/search?q=194068112727+Steve+Madden+Travel+Black+Pyramid+Detail+Rounded+Toe+Ankle+Strap+Flat+Sandal&tbm=shop,Y,https://www.amazon.com/dp/B081SQ9ZPT?psc=1,"https://www.google.com/shopping/product/6402042966648660742/offers?q=194068112727&prds=cid:6402042966648660742,cond:1",Steve Madden,72.97,124.05,137.91,129.0,Y,,,,no,,,$130.00,,,,Y,none
"Steve Madden Women's Luxe Heeled Sandal, Silver, 9.5",154454.0,214273.0,89.95,14.0,89.95,,,-,0.0,B0CLC8VKZM,196829222669,196829222669.0,B0CLC3J893,Steve Madden,,GB196829222669,https://www.google.com/search?q=196829222669+Steve+Madden+Women%27s+Luxe+Heeled+Sandal%2C+Silver%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0CLC8VKZM?psc=1,"https://www.google.com/shopping/product/471213277266284953/offers?q=196829222669&prds=cid:471213277266284953,cond:1",Bloomingdale's,42.97,73.05,81.21,88.95,Y,,,$168.03,yes,,,$89.95,,,,Y,none
Steve Madden Women's Travel Black Flat Sandal 7.5 M US,110771.0,123688.0,,,130.0,,,-,0.0,B081SWB4KP,194068112635,194068112635.0,B0856L7S4J,Steve Madden,,GB194068112635,https://www.google.com/search?q=194068112635+Steve+Madden+Women%27s+Travel+Black+Flat+Sandal+7.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B081SWB4KP?psc=1,"https://www.google.com/shopping/product/7756704729353158964/offers?q=194068112635&prds=cid:7756704729353158964,cond:1",Shop Premium Outlets,46.99,79.88,88.81,129.0,Y,,,,no,,,$130.00,,,,Y,none
